CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1196,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.73,1909.2,No
CUST-1197,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.03,4330.17,No
CUST-1198,Male,0,No,Yes,1,Yes,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),24.51,24.51,Yes
CUST-1199,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,No,Credit card (automatic),30.95,340.45,Yes
CUST-1200,Male,0,No,Yes,57,No,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Mailed check,59.16,3372.12,No
CUST-1201,Female,0,Yes,No,50,No,Yes,Fiber optic,Yes,No,No,Yes,Two year,No,Electronic check,32.44,1622.0,No
CUST-1202,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Two year,Yes,Electronic check,115.64,2659.72,Yes
CUST-1203,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.8,3093.8,Yes
CUST-1204,Male,0,No,No,42,No,No phone service,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),45.9,1927.8,No
CUST-1205,Male,0,No,No,7,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.86,552.02,Yes
CUST-1206,Female,1,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.23,1891.68,Yes
CUST-1207,Male,0,Yes,No,60,Yes,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),108.42,6505.2,No
CUST-1208,Female,1,No,Yes,2,Yes,No phone service,No,No,Yes,No,Yes,Two year,No,Electronic check,80.08,160.16,Yes
CUST-1209,Male,0,Yes,Yes,1,Yes,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.37,110.37,Yes
CUST-1210,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),118.92,5708.16,Yes
CUST-1211,Female,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.34,1132.08,Yes
CUST-1212,Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,One year,No,Credit card (automatic),26.5,1828.5,No
CUST-1213,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,60.16,2225.92,No
CUST-1214,Female,0,No,No,32,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),103.78,3320.96,Yes
CUST-1215,Female,0,No,Yes,9,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.06,387.54,Yes
CUST-1216,Female,0,Yes,No,19,No,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.06,1958.14,Yes
CUST-1217,Female,0,No,Yes,48,Yes,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),32.03,1537.44,No
CUST-1218,Female,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),24.69,74.07,No
CUST-1219,Male,0,No,No,20,No,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),58.41,1168.2,Yes
CUST-1220,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.67,568.08,Yes
CUST-1221,Female,0,No,No,54,No,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,115.73,6249.42,Yes
CUST-1222,Male,1,No,No,33,Yes,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,102.62,3386.46,Yes
CUST-1223,Male,1,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.08,2401.92,Yes
CUST-1224,Female,0,Yes,Yes,72,No,No,DSL,No,No,Yes,Yes,One year,No,Bank transfer (automatic),82.98,5974.56,No
CUST-1225,Male,0,No,No,36,No,No phone service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,41.63,1498.68,No
CUST-1226,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,Yes,Yes,No,No,One year,No,Electronic check,71.83,2729.54,No
CUST-1227,Female,0,No,No,25,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,79.73,1993.25,Yes
CUST-1228,Male,0,Yes,Yes,18,Yes,No phone service,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.5,1305.0,Yes
CUST-1229,Female,0,No,No,66,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,46.02,3037.32,No
CUST-1230,Female,0,No,No,54,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.52,3862.08,No
CUST-1231,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),69.12,2419.2,No
CUST-1232,Female,1,Yes,Yes,61,Yes,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),119.63,7297.43,No
CUST-1233,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,No,Mailed check,109.74,4499.34,Yes
CUST-1234,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.34,2189.22,No
CUST-1235,Male,0,No,No,68,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.29,5595.72,No
CUST-1236,Female,1,Yes,Yes,33,No,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.79,3128.07,Yes
CUST-1237,Female,0,Yes,Yes,14,No,Yes,DSL,No,No,Yes,Yes,One year,No,Bank transfer (automatic),23.49,328.86,No
CUST-1238,Male,1,No,Yes,21,Yes,No phone service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.49,2299.29,Yes
CUST-1239,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,106.01,5088.48,Yes
CUST-1240,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),65.74,1314.8,No
CUST-1241,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,One year,Yes,Mailed check,59.12,472.96,Yes
CUST-1242,Female,1,No,Yes,7,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.3,331.1,Yes
CUST-1243,Female,0,No,No,67,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.67,4533.89,No
CUST-1244,Female,1,Yes,No,17,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,24.44,415.48,No
CUST-1245,Female,1,Yes,Yes,33,Yes,No phone service,No,Yes,No,Yes,No,Two year,No,Mailed check,105.22,3472.26,Yes
CUST-1246,Female,0,Yes,Yes,48,No,No phone service,No,No,No,No,Yes,One year,Yes,Mailed check,23.54,1129.92,No
CUST-1247,Female,0,No,No,59,Yes,No phone service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),52.91,3121.69,No
CUST-1248,Male,1,No,Yes,22,No,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.16,2489.52,No
CUST-1249,Male,0,Yes,No,30,Yes,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,93.52,2805.6,Yes
CUST-1250,Male,0,Yes,Yes,38,No,Yes,Fiber optic,Yes,No,No,Yes,Two year,No,Mailed check,48.14,1829.32,No
CUST-1251,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,45.26,2308.26,No
CUST-1252,Female,0,Yes,Yes,54,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,20.51,1107.54,No
CUST-1253,Female,1,No,No,8,No,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.57,716.56,Yes
CUST-1254,Female,1,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,24.88,671.76,No
CUST-1255,Female,0,No,No,27,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),73.26,1978.02,Yes
CUST-1256,Female,0,Yes,Yes,21,Yes,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),116.21,2440.41,Yes
CUST-1257,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,One year,No,Bank transfer (automatic),30.95,928.5,No
CUST-1258,Male,1,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,One year,No,Electronic check,109.45,3064.6,Yes
CUST-1259,Female,0,Yes,No,64,No,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Credit card (automatic),119.15,7625.6,No
CUST-1260,Male,0,Yes,No,69,No,No,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),26.15,1804.35,No
CUST-1261,Male,0,No,No,61,Yes,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,108.29,6605.69,No
CUST-1262,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),71.61,3437.28,No
CUST-1263,Female,1,Yes,No,19,No,Yes,DSL,No,No,Yes,No,Two year,Yes,Electronic check,110.65,2102.35,Yes
CUST-1264,Male,0,Yes,No,4,No,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Electronic check,77.13,308.52,Yes
CUST-1265,Male,0,No,Yes,35,No,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,86.21,3017.35,Yes
CUST-1266,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.38,4760.32,No
CUST-1267,Female,1,No,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.45,5216.05,Yes
CUST-1268,Male,0,No,No,17,Yes,No phone service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,93.39,1587.63,Yes
CUST-1269,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Two year,No,Electronic check,72.13,3173.72,No
CUST-1270,Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.82,3204.6,Yes
CUST-1271,Female,1,Yes,Yes,46,No,Yes,No,Yes,No,No,No,One year,No,Mailed check,44.53,2048.38,No
CUST-1272,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Two year,No,Electronic check,35.73,214.38,No
CUST-1273,Male,0,Yes,Yes,37,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,36.04,1333.48,No
CUST-1274,Male,0,Yes,Yes,24,No,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.4,1281.6,No
CUST-1275,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.87,2018.02,No
CUST-1276,Female,0,No,No,53,No,No,Fiber optic,No,No,Yes,No,Two year,Yes,Mailed check,113.01,5989.53,No
CUST-1277,Male,1,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,30.58,1834.8,No
CUST-1278,Male,0,Yes,No,63,No,No,DSL,No,Yes,No,No,Two year,Yes,Credit card (automatic),89.9,5663.7,No
CUST-1279,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),38.92,1245.44,No
CUST-1280,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),108.16,3569.28,Yes
CUST-1281,Male,0,Yes,No,67,No,No,DSL,No,No,No,Yes,Two year,No,Credit card (automatic),116.13,7780.71,No
CUST-1282,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),66.55,1197.9,No
CUST-1283,Female,1,No,No,25,No,No,DSL,No,No,Yes,Yes,Two year,Yes,Mailed check,107.91,2697.75,Yes
CUST-1284,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,20.51,1107.54,No
CUST-1285,Female,0,No,Yes,58,Yes,No phone service,No,Yes,No,Yes,No,Two year,Yes,Mailed check,101.99,5915.42,No
CUST-1286,Male,0,No,Yes,67,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),42.86,2871.62,No
CUST-1287,Female,0,No,Yes,46,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,110.87,5100.02,Yes
CUST-1288,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,No,Credit card (automatic),20.11,482.64,No
CUST-1289,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.62,2419.84,Yes
CUST-1290,Female,1,No,No,47,No,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.66,4496.02,No
CUST-1291,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,45.87,1055.01,No
CUST-1292,Male,0,No,Yes,66,No,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,39.31,2594.46,No
CUST-1293,Female,1,No,Yes,27,No,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,28.41,767.07,No
CUST-1294,Female,0,No,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,52.64,105.28,Yes
CUST-1295,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.98,1291.66,Yes
CUST-1296,Female,0,Yes,No,33,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),31.58,1042.14,No
CUST-1297,Female,0,Yes,No,9,Yes,No phone service,DSL,No,No,Yes,Yes,One year,No,Mailed check,57.67,519.03,Yes
CUST-1298,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,20.91,899.13,No
CUST-1299,Male,0,Yes,No,48,No,Yes,Fiber optic,Yes,Yes,No,No,Two year,No,Credit card (automatic),101.87,4889.76,No
CUST-1300,Male,0,Yes,Yes,39,No,No,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,32.84,1280.76,No
CUST-1301,Female,1,No,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,48.33,2029.86,No
CUST-1302,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),21.84,567.84,No
CUST-1303,Female,0,No,No,50,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.22,3161.0,No
CUST-1304,Male,0,No,Yes,25,No,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),104.01,2600.25,Yes
CUST-1305,Male,0,No,Yes,24,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.22,1421.28,No
CUST-1306,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),37.95,493.35,Yes
CUST-1307,Female,1,No,No,60,No,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.37,5722.2,No
CUST-1308,Male,1,Yes,No,7,No,Yes,DSL,No,Yes,No,No,Two year,No,Electronic check,98.88,692.16,Yes
CUST-1309,Female,0,No,Yes,57,No,No phone service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,37.38,2130.66,No
CUST-1310,Male,1,Yes,No,36,No,No phone service,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.09,3495.24,Yes
CUST-1311,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Two year,No,Electronic check,114.73,5162.85,No
CUST-1312,Male,0,No,Yes,20,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.64,732.8,No
CUST-1313,Male,0,No,No,65,No,No,Fiber optic,No,Yes,No,No,Two year,No,Credit card (automatic),97.1,6311.5,No
CUST-1314,Male,1,Yes,Yes,8,Yes,No phone service,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),90.86,726.88,Yes
CUST-1315,Female,0,No,No,16,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,67.36,1077.76,Yes
CUST-1316,Female,0,No,Yes,14,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),25.79,361.06,No
CUST-1317,Male,1,No,Yes,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),27.47,412.05,No
CUST-1318,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),105.24,6945.84,No
CUST-1319,Male,0,Yes,Yes,32,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),119.01,3808.32,Yes
CUST-1320,Male,0,No,No,63,No,No,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.61,5519.43,No
CUST-1321,Female,0,Yes,No,51,No,No,No,No,Yes,No,No,One year,No,Credit card (automatic),64.6,3294.6,No
CUST-1322,Male,0,No,Yes,25,Yes,No phone service,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),84.76,2119.0,Yes
CUST-1323,Female,0,Yes,No,58,No,Yes,Fiber optic,No,Yes,Yes,No,Two year,No,Mailed check,79.44,4607.52,No
CUST-1324,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,58.36,3676.68,No
CUST-1325,Female,1,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),26.56,1646.72,No
CUST-1326,Male,0,No,Yes,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),102.15,2247.3,Yes
CUST-1327,Male,0,Yes,Yes,58,No,No phone service,DSL,No,No,No,No,Two year,No,Electronic check,57.18,3316.44,No
CUST-1328,Female,0,No,Yes,58,No,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),101.88,5909.04,Yes
CUST-1329,Male,0,No,Yes,49,No,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.25,2217.25,No
CUST-1330,Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,20.1,1045.2,No
CUST-1331,Male,0,Yes,Yes,42,No,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,35.89,1507.38,No
CUST-1332,Female,0,No,No,70,No,No,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.85,4679.5,No
CUST-1333,Male,0,No,No,15,No,No,Fiber optic,No,No,Yes,No,Two year,No,Credit card (automatic),114.43,1716.45,Yes
CUST-1334,Male,0,No,Yes,54,No,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Credit card (automatic),30.22,1631.88,No
CUST-1335,Female,0,Yes,No,60,No,No,Fiber optic,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.42,6325.2,No
CUST-1336,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.7,581.6,Yes
CUST-1337,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.59,5437.27,No
CUST-1338,Male,0,No,No,60,Yes,No phone service,DSL,No,Yes,No,No,One year,Yes,Bank transfer (automatic),49.84,2990.4,No
CUST-1339,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),103.99,519.95,Yes
CUST-1340,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Two year,No,Mailed check,97.28,6615.04,No
CUST-1341,Female,1,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,No,Mailed check,43.01,258.06,Yes
CUST-1342,Male,0,Yes,No,47,No,No,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,33.13,1557.11,No
CUST-1343,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,No,Two year,No,Mailed check,106.81,5874.55,No
CUST-1344,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Mailed check,116.32,4652.8,Yes
CUST-1345,Female,0,No,No,52,Yes,No phone service,No,No,No,Yes,Yes,One year,Yes,Electronic check,23.13,1202.76,No
CUST-1346,Female,0,No,Yes,16,No,Yes,DSL,Yes,No,Yes,No,Two year,Yes,Electronic check,93.13,1490.08,Yes
CUST-1347,Female,0,No,Yes,13,No,Yes,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.95,1442.35,Yes
CUST-1348,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,105.74,3172.2,Yes
CUST-1349,Male,1,Yes,Yes,19,No,No phone service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),116.45,2212.55,Yes
CUST-1350,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.01,1632.17,Yes
CUST-1351,Male,1,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Mailed check,64.23,4046.49,No
CUST-1352,Male,0,No,Yes,19,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,51.2,972.8,No
CUST-1353,Female,0,No,Yes,58,No,No phone service,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,52.07,3020.06,No
CUST-1354,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.44,5084.2,No
CUST-1355,Female,0,No,No,62,Yes,No phone service,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.58,5863.96,No
CUST-1356,Male,0,No,Yes,23,Yes,No phone service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),40.04,920.92,Yes
CUST-1357,Female,1,Yes,No,9,No,No,DSL,No,Yes,Yes,No,One year,Yes,Credit card (automatic),106.81,961.29,Yes
CUST-1358,Female,0,No,Yes,12,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.49,1097.88,Yes
CUST-1359,Female,0,No,No,1,No,No,No,Yes,Yes,No,No,One year,No,Electronic check,76.28,76.28,Yes
CUST-1360,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.15,3894.7,No
CUST-1361,Female,0,No,Yes,1,No,Yes,DSL,Yes,No,No,No,Two year,Yes,Credit card (automatic),74.32,74.32,Yes
CUST-1362,Male,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,35.92,1221.28,No
CUST-1363,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Two year,No,Mailed check,40.37,1937.76,No
CUST-1364,Male,0,Yes,Yes,1,No,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,No,Mailed check,29.12,29.12,Yes
CUST-1365,Female,0,Yes,No,16,No,No,DSL,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),35.37,565.92,Yes
CUST-1366,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.37,3987.57,No
CUST-1367,Female,1,Yes,Yes,64,No,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.04,4674.56,No
CUST-1368,Male,1,No,Yes,63,Yes,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,21.79,1372.77,No
CUST-1369,Female,0,Yes,No,69,Yes,No phone service,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.68,6877.92,No
CUST-1370,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Mailed check,49.42,1087.24,No
CUST-1371,Female,1,No,No,67,No,No phone service,Fiber optic,No,No,No,Yes,Two year,No,Credit card (automatic),111.18,7449.06,No
CUST-1372,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.75,3035.5,Yes
CUST-1373,Female,1,No,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.55,616.8,No
CUST-1374,Male,0,No,No,51,Yes,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.21,3376.71,No
CUST-1375,Female,0,Yes,No,57,No,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.12,1146.84,No
CUST-1376,Male,1,No,No,29,No,No phone service,Fiber optic,No,No,No,No,Two year,No,Mailed check,79.83,2315.07,No
CUST-1377,Male,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.73,5570.37,No
CUST-1378,Male,0,Yes,Yes,47,No,No phone service,DSL,No,Yes,No,No,One year,Yes,Bank transfer (automatic),44.75,2103.25,No
CUST-1379,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.84,4702.08,No
CUST-1380,Female,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,42.55,2935.95,No
CUST-1381,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,36.08,577.28,Yes
CUST-1382,Male,0,No,No,48,Yes,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.15,4087.2,Yes
CUST-1383,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card (automatic),52.59,2051.01,No
CUST-1384,Female,1,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.03,2607.99,Yes
CUST-1385,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,Two year,No,Mailed check,63.32,1456.36,Yes
CUST-1386,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,No,No,No,Two year,Yes,Mailed check,118.44,1184.4,Yes
CUST-1387,Female,0,Yes,No,69,No,No,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,34.96,2412.24,No
CUST-1388,Female,0,Yes,Yes,34,Yes,No,No,No,No,Yes,No,Two year,No,Mailed check,66.46,2259.64,No
CUST-1389,Female,0,Yes,No,52,No,No phone service,DSL,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.05,4578.6,No
CUST-1390,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,59.55,595.5,No
CUST-1391,Female,0,Yes,Yes,19,No,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Mailed check,117.47,2231.93,Yes
CUST-1392,Female,1,Yes,No,58,No,No phone service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.19,5347.02,Yes
