CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,Churn
CUST1311,Female,52,11,77.37,897.71,Month-to-month,Bank transfer,No,No internet service,No
CUST1312,Male,46,13,48.15,597.39,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1313,Male,63,55,55.03,3021.86,One year,Mailed check,No,No internet service,No
CUST1314,Female,73,56,54.4,3030.82,Two year,Credit card,Fiber optic,Yes,No
CUST1315,Male,47,19,68.12,1245.68,Month-to-month,Mailed check,DSL,No internet service,Yes
CUST1316,Male,69,1,81.38,79.26,Month-to-month,Mailed check,DSL,No internet service,Yes
CUST1317,Female,72,2,61.48,106.84,Two year,Bank transfer,Fiber optic,Yes,No
CUST1318,Male,70,5,25.44,143.81,Two year,Electronic check,DSL,Yes,No
CUST1319,Female,65,7,96.42,692.65,Month-to-month,Credit card,DSL,No internet service,No
CUST1320,Female,20,27,67.9,1836.4,One year,Bank transfer,Fiber optic,No,No
CUST1321,Female,72,31,62.52,1894.5,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1322,Female,49,57,94.24,5405.46,Month-to-month,Credit card,Fiber optic,No internet service,No
CUST1323,Female,31,34,61.85,2148.99,One year,Bank transfer,DSL,Yes,Yes
CUST1324,Female,43,6,44.01,292.94,One year,Bank transfer,Fiber optic,No internet service,No
CUST1325,Male,22,54,26.06,1433.44,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1326,Female,45,3,75.59,263.47,Month-to-month,Electronic check,Fiber optic,No,Yes
CUST1327,Female,25,11,42.79,492.23,Month-to-month,Bank transfer,Fiber optic,No,Yes
CUST1328,Female,62,21,65.89,1372.51,Month-to-month,Electronic check,No,Yes,Yes
CUST1329,Male,65,60,22.33,1327.96,One year,Bank transfer,No,Yes,No
CUST1330,Male,50,62,35.92,2197.84,Month-to-month,Mailed check,Fiber optic,No internet service,Yes
CUST1331,Male,53,24,58.52,1403.29,Month-to-month,Electronic check,Fiber optic,Yes,Yes
CUST1332,Female,30,47,91.84,4353.68,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1333,Female,37,66,101.45,6656.23,Month-to-month,Electronic check,DSL,Yes,No
CUST1334,Male,35,55,55.14,2993.05,Month-to-month,Bank transfer,DSL,Yes,No
CUST1335,Female,68,36,118.79,4266.44,Month-to-month,Credit card,Fiber optic,Yes,Yes
CUST1336,Male,67,30,88.91,2650.11,One year,Mailed check,Fiber optic,No,Yes
CUST1337,Male,37,60,112.25,6690.47,One year,Mailed check,Fiber optic,No,No
CUST1338,Female,60,59,21.3,1225.83,Month-to-month,Credit card,Fiber optic,No internet service,No
CUST1339,Male,50,27,38.57,1083.32,Two year,Credit card,DSL,No internet service,Yes
CUST1340,Female,38,7,41.15,335.77,Month-to-month,Mailed check,DSL,Yes,Yes
CUST1341,Female,63,1,118.46,123.86,Month-to-month,Electronic check,Fiber optic,No,No
CUST1342,Male,41,40,49.41,1967.58,Month-to-month,Bank transfer,DSL,Yes,No
CUST1343,Male,45,71,106.81,7539.56,Month-to-month,Electronic check,Fiber optic,Yes,Yes
CUST1344,Male,22,17,112.96,1956.03,One year,Bank transfer,Fiber optic,No,No
CUST1345,Male,47,20,78.17,1571.73,Month-to-month,Mailed check,Fiber optic,Yes,No
CUST1346,Female,60,31,57.77,1745.68,One year,Credit card,Fiber optic,No,No
CUST1347,Female,70,32,98.76,3184.99,One year,Mailed check,DSL,Yes,No
CUST1348,Female,41,67,66.26,4393.06,Two year,Credit card,DSL,Yes,No
CUST1349,Female,56,17,50.33,863.03,Month-to-month,Mailed check,DSL,Yes,No
CUST1350,Female,31,43,114.29,4954.14,One year,Credit card,Fiber optic,Yes,Yes
CUST1351,Male,53,31,28.72,881.57,Month-to-month,Bank transfer,DSL,No,Yes
CUST1352,Female,53,9,33.07,284.74,Month-to-month,Credit card,DSL,Yes,No
CUST1353,Male,43,61,58.75,3613.98,Month-to-month,Electronic check,Fiber optic,No,No
CUST1354,Female,72,32,50.81,1664.93,Two year,Bank transfer,Fiber optic,No internet service,Yes
CUST1355,Female,30,9,83.63,703.16,Two year,Electronic check,Fiber optic,Yes,No
CUST1356,Female,57,21,31.72,655.29,Month-to-month,Credit card,Fiber optic,No internet service,Yes
CUST1357,Male,38,23,87.19,2053.78,One year,Electronic check,No,Yes,No
CUST1358,Male,43,28,74.71,2075.5,Two year,Mailed check,DSL,No,No
CUST1359,Female,51,70,47.79,3362.25,Month-to-month,Electronic check,Fiber optic,No,No
CUST1360,Male,57,61,20.46,1252.91,One year,Mailed check,Fiber optic,No internet service,No
CUST1361,Male,31,20,110.88,2245.64,One year,Mailed check,DSL,Yes,Yes
CUST1362,Female,38,15,81.89,1194.24,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1363,Male,60,50,105.14,5301.91,Two year,Credit card,DSL,Yes,No
CUST1364,Male,66,57,72.98,4169.02,One year,Credit card,No,No,No
CUST1365,Male,64,35,66.46,2353.59,Two year,Mailed check,No,No,No
CUST1366,Male,67,21,84.92,1799.37,Two year,Credit card,Fiber optic,No,No
CUST1367,Male,36,59,34.1,1994.44,One year,Bank transfer,DSL,Yes,No
CUST1368,Female,29,52,81.45,4189.7,One year,Bank transfer,Fiber optic,Yes,No
CUST1369,Female,53,12,68.92,823.07,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1370,Male,47,69,24.98,1766.31,Two year,Credit card,Fiber optic,Yes,No
CUST1371,Female,61,65,86.32,5579.09,Month-to-month,Mailed check,Fiber optic,No internet service,No
CUST1372,Male,50,41,67.02,2778.79,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
CUST1373,Male,61,49,47.59,2376.24,Month-to-month,Mailed check,Fiber optic,No internet service,No
CUST1374,Male,40,28,36.88,986.57,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes
CUST1375,Female,58,3,110.09,338.74,One year,Electronic check,No,No,Yes
CUST1376,Female,30,61,21.27,1282.16,Month-to-month,Mailed check,No,No,No
CUST1377,Male,45,12,92.79,1120.9,Month-to-month,Mailed check,Fiber optic,No internet service,No
CUST1378,Female,45,54,115.63,6265.56,Month-to-month,Bank transfer,DSL,Yes,Yes
CUST1379,Male,36,6,28.4,121.57,One year,Mailed check,Fiber optic,Yes,Yes
CUST1380,Female,54,36,70.83,2501.59,One year,Electronic check,DSL,Yes,No
CUST1381,Male,48,51,61.68,3144.48,Month-to-month,Mailed check,Fiber optic,No,No
CUST1382,Female,67,3,48.59,110.89,One year,Mailed check,Fiber optic,No,Yes
CUST1383,Female,59,46,85.52,3960.74,Two year,Bank transfer,Fiber optic,No internet service,No
CUST1384,Male,56,54,30.44,1647.47,Two year,Mailed check,Fiber optic,Yes,Yes
CUST1385,Male,34,66,101.08,6696.64,Two year,Credit card,No,No,Yes
CUST1386,Male,45,9,81.82,766.5,Month-to-month,Electronic check,No,Yes,Yes
CUST1387,Female,21,38,118.53,4468.03,Month-to-month,Credit card,No,No,Yes
CUST1388,Male,23,41,51.42,2060.4,Month-to-month,Electronic check,No,No,No
CUST1389,Female,36,52,84.96,4429.64,One year,Credit card,Fiber optic,No internet service,No
CUST1390,Female,40,41,119.08,4913.34,Month-to-month,Electronic check,Fiber optic,Yes,Yes
CUST1391,Male,57,60,73.27,4399.35,Month-to-month,Credit card,Fiber optic,No,No
CUST1392,Male,62,51,89.16,4590.21,Month-to-month,Mailed check,DSL,No,Yes
CUST1393,Female,59,53,59.92,3208.57,Month-to-month,Mailed check,No,No internet service,Yes
CUST1394,Male,23,3,31.73,77.58,Two year,Mailed check,DSL,Yes,No
CUST1395,Male,41,20,104.6,2072.54,Month-to-month,Electronic check,Fiber optic,No,Yes
CUST1396,Female,39,22,100.81,2231.4,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1397,Female,70,43,93.5,3977.27,One year,Mailed check,DSL,Yes,No
CUST1398,Male,38,49,65.64,3197.71,Month-to-month,Electronic check,Fiber optic,No,Yes
CUST1399,Male,31,29,31.48,925.77,One year,Credit card,No,No internet service,No
CUST1400,Female,41,35,65.49,2304.25,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1401,Female,42,57,115.78,6588.3,One year,Bank transfer,DSL,No,No
CUST1402,Male,34,31,88.82,2802.87,Month-to-month,Electronic check,No,No,Yes
CUST1403,Female,68,54,22.62,1266.35,Month-to-month,Electronic check,DSL,No,Yes
CUST1404,Male,63,39,50.48,1931.7,One year,Electronic check,Fiber optic,No,No
CUST1405,Female,52,40,67.21,2698.61,Month-to-month,Electronic check,DSL,No,Yes
CUST1406,Female,34,65,105.69,6871.16,Two year,Credit card,DSL,Yes,No
CUST1407,Female,73,22,41.58,928.2,Month-to-month,Electronic check,DSL,No,Yes
CUST1408,Male,45,14,23.41,296.66,Month-to-month,Mailed check,DSL,No internet service,No
CUST1409,Female,19,14,85.82,1159.33,Two year,Electronic check,DSL,No internet service,No
CUST1410,Female,51,59,99.98,5940.05,Two year,Mailed check,No,No,No
CUST1411,Female,18,67,63.41,4274.81,Two year,Credit card,No,No,No
CUST1412,Female,64,70,82.71,5833.73,One year,Electronic check,No,No,No
CUST1413,Female,20,45,83.06,3697.05,Month-to-month,Credit card,DSL,Yes,Yes
CUST1414,Male,73,11,99.43,1103.52,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1415,Male,39,66,52.02,3440.96,One year,Electronic check,DSL,No,No
CUST1416,Female,59,60,41.1,2439.94,One year,Credit card,Fiber optic,No internet service,No
CUST1417,Female,21,57,64.99,3718.06,Two year,Credit card,Fiber optic,No,No
CUST1418,Female,32,64,115.48,7361.37,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1419,Female,53,24,31.56,781.96,One year,Electronic check,DSL,No,Yes
CUST1420,Female,56,18,72.05,1257.29,Month-to-month,Bank transfer,DSL,No,Yes
CUST1421,Female,71,21,118.55,2518.17,Month-to-month,Credit card,Fiber optic,No,Yes
CUST1422,Female,29,66,70.56,4611.83,Month-to-month,Credit card,Fiber optic,Yes,No
CUST1423,Female,54,55,114.61,6290.55,Two year,Credit card,DSL,No,Yes
CUST1424,Female,65,63,101.12,6328.64,One year,Electronic check,Fiber optic,No internet service,No
CUST1425,Female,58,68,114.81,7855.15,One year,Credit card,No,Yes,No
CUST1426,Female,24,43,66.48,2835.45,One year,Credit card,No,No,No
CUST1427,Female,48,14,53.0,739.3,One year,Mailed check,Fiber optic,No internet service,No
CUST1428,Female,22,26,66.05,1678.62,Two year,Electronic check,DSL,Yes,No
CUST1429,Male,44,11,70.34,769.18,Two year,Bank transfer,Fiber optic,No internet service,Yes
CUST1430,Male,42,31,39.38,1235.07,Two year,Bank transfer,DSL,No,No
CUST1431,Female,34,31,79.0,2460.48,Two year,Bank transfer,DSL,No internet service,No
CUST1432,Female,45,43,102.93,4423.19,Month-to-month,Credit card,Fiber optic,No,Yes
CUST1433,Female,72,31,106.17,3314.12,Two year,Electronic check,No,No internet service,No
CUST1434,Male,44,42,105.4,4421.0,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1435,Male,70,14,91.38,1263.01,Month-to-month,Mailed check,DSL,No internet service,No
CUST1436,Female,43,50,40.37,2058.28,Two year,Bank transfer,Fiber optic,No internet service,No
CUST1437,Male,66,17,28.38,479.66,Month-to-month,Credit card,No,No internet service,No
CUST1438,Male,46,70,85.5,5937.97,One year,Bank transfer,DSL,Yes,No
CUST1439,Male,44,5,50.31,253.35,Two year,Credit card,No,No internet service,No
CUST1440,Male,34,43,73.78,3129.59,One year,Mailed check,No,No internet service,Yes
CUST1441,Female,55,64,36.65,2387.13,One year,Mailed check,Fiber optic,No internet service,No
CUST1442,Male,33,35,31.19,1074.33,Month-to-month,Credit card,DSL,No,No
CUST1443,Male,26,15,111.89,1647.87,Month-to-month,Electronic check,DSL,No internet service,No
CUST1444,Male,49,56,85.7,4780.51,Month-to-month,Electronic check,Fiber optic,Yes,Yes
CUST1445,Male,18,70,89.46,6307.33,Month-to-month,Credit card,DSL,Yes,Yes
CUST1446,Female,26,11,22.04,228.89,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
CUST1447,Male,67,30,55.84,1638.2,One year,Electronic check,Fiber optic,No internet service,Yes
CUST1448,Female,24,67,75.68,5057.17,Month-to-month,Bank transfer,Fiber optic,No,No
CUST1449,Male,61,9,26.89,196.53,Month-to-month,Mailed check,DSL,Yes,Yes
CUST1450,Female,54,15,36.53,565.14,Two year,Bank transfer,DSL,No,No
CUST1451,Male,57,7,93.02,635.91,Month-to-month,Mailed check,No,No,No
CUST1452,Male,68,4,50.44,179.31,Two year,Mailed check,DSL,No internet service,No
CUST1453,Male,62,32,38.26,1194.1,One year,Electronic check,No,No,No
CUST1454,Male,23,12,24.86,276.66,Two year,Electronic check,Fiber optic,No internet service,No
CUST1455,Female,54,30,27.01,788.84,Month-to-month,Credit card,Fiber optic,No,No
CUST1456,Female,56,27,55.21,1491.05,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1457,Male,21,8,21.3,127.78,Month-to-month,Bank transfer,DSL,No internet service,Yes
CUST1458,Female,66,27,89.38,2379.77,Month-to-month,Bank transfer,No,No internet service,No
CUST1459,Male,54,70,118.86,8340.65,One year,Mailed check,Fiber optic,Yes,No
CUST1460,Female,27,49,28.67,1423.87,Two year,Bank transfer,Fiber optic,No,No
CUST1461,Male,27,51,87.73,4468.74,Month-to-month,Mailed check,No,No,Yes
CUST1462,Female,66,33,50.57,1674.55,Two year,Bank transfer,DSL,No,No
CUST1463,Female,52,24,70.1,1726.63,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1464,Female,25,23,65.96,1485.2,Month-to-month,Mailed check,DSL,Yes,No
CUST1465,Male,40,24,111.03,2690.6,One year,Electronic check,Fiber optic,No internet service,No
CUST1466,Female,66,62,73.64,4586.9,Month-to-month,Credit card,No,Yes,No
CUST1467,Male,69,41,25.75,1016.26,One year,Bank transfer,No,No,Yes
CUST1468,Male,24,31,33.36,1064.41,One year,Electronic check,Fiber optic,No,No
CUST1469,Male,70,3,44.29,151.08,Month-to-month,Bank transfer,Fiber optic,Yes,No
CUST1470,Male,19,20,45.26,937.02,One year,Mailed check,DSL,No,No
CUST1471,Female,55,28,39.22,1053.51,Month-to-month,Mailed check,DSL,Yes,No
CUST1472,Female,37,37,90.83,3367.94,Two year,Bank transfer,DSL,No,No
CUST1473,Female,48,5,86.95,427.06,One year,Credit card,DSL,Yes,Yes
CUST1474,Male,47,16,81.31,1339.18,Month-to-month,Electronic check,Fiber optic,Yes,No
CUST1475,Male,65,23,68.22,1577.53,Month-to-month,Electronic check,DSL,No internet service,No
CUST1476,Male,42,6,45.27,263.41,Month-to-month,Credit card,No,Yes,Yes
CUST1477,Female,27,62,39.44,2494.43,One year,Credit card,Fiber optic,Yes,No
CUST1478,Female,34,7,64.24,429.39,Month-to-month,Credit card,No,Yes,Yes
CUST1479,Female,26,62,117.8,7338.32,One year,Mailed check,DSL,Yes,No
CUST1480,Male,60,18,107.16,1955.46,One year,Electronic check,No,No internet service,Yes
CUST1481,Male,49,41,82.75,3374.14,Two year,Credit card,No,Yes,No
CUST1482,Male,41,46,89.69,4139.49,Month-to-month,Credit card,DSL,Yes,No
CUST1483,Male,33,3,33.03,145.21,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1484,Female,63,51,117.27,5975.78,Two year,Credit card,DSL,Yes,No
CUST1485,Male,29,7,31.35,260.51,Month-to-month,Bank transfer,DSL,Yes,No
CUST1486,Female,52,1,35.98,20.0,Two year,Credit card,Fiber optic,Yes,No
CUST1487,Female,70,70,40.9,2835.83,Month-to-month,Mailed check,DSL,No internet service,Yes
CUST1488,Male,60,64,105.87,6791.89,One year,Mailed check,No,No internet service,No
CUST1489,Female,64,30,43.84,1344.33,Month-to-month,Bank transfer,DSL,Yes,No
CUST1490,Male,63,67,112.73,7518.42,One year,Electronic check,Fiber optic,Yes,No
CUST1491,Male,34,51,104.55,5382.02,Month-to-month,Electronic check,DSL,No,No
CUST1492,Female,46,5,91.81,463.47,Two year,Electronic check,Fiber optic,No internet service,Yes
CUST1493,Male,74,43,97.81,4229.37,Two year,Credit card,Fiber optic,Yes,No
CUST1494,Male,53,23,70.04,1638.5,One year,Electronic check,DSL,No internet service,No
CUST1495,Male,52,56,34.56,1984.79,One year,Electronic check,No,No,No
CUST1496,Female,21,27,72.09,1928.02,Two year,Bank transfer,Fiber optic,Yes,No
CUST1497,Male,24,4,92.9,353.36,Two year,Bank transfer,Fiber optic,No,Yes
CUST1498,Male,36,69,33.76,2286.84,Month-to-month,Mailed check,No,No internet service,No
CUST1499,Male,64,33,99.53,3319.59,Two year,Bank transfer,DSL,No internet service,No
CUST1500,Male,45,71,28.46,2002.31,One year,Mailed check,Fiber optic,No internet service,No
CUST1501,Male,58,20,118.84,2336.2,Month-to-month,Credit card,DSL,No internet service,No
CUST1502,Female,39,35,84.9,2940.13,One year,Bank transfer,Fiber optic,No internet service,Yes
CUST1503,Female,38,48,108.04,5162.33,One year,Mailed check,DSL,No,Yes
CUST1504,Male,22,17,48.62,827.08,Two year,Mailed check,DSL,No,No
CUST1505,Male,62,7,66.37,488.76,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1506,Female,66,48,63.24,3017.71,Two year,Mailed check,Fiber optic,Yes,No
CUST1507,Female,49,40,48.27,1926.31,Month-to-month,Electronic check,DSL,Yes,Yes
CUST1508,Female,18,34,65.62,2246.98,One year,Electronic check,No,Yes,No
CUST1509,Female,37,11,96.02,1046.94,Month-to-month,Bank transfer,Fiber optic,No,Yes
CUST1510,Female,45,16,69.68,1152.86,Month-to-month,Mailed check,Fiber optic,No internet service,Yes
CUST1511,Female,74,19,108.29,2098.39,Two year,Electronic check,DSL,No internet service,No
CUST1512,Male,61,9,53.36,445.0,Two year,Electronic check,Fiber optic,No internet service,Yes
CUST1513,Male,71,29,106.19,3110.57,Month-to-month,Credit card,No,No,Yes
CUST1514,Female,65,2,72.12,164.74,Month-to-month,Electronic check,DSL,No,No
CUST1515,Male,54,40,105.1,4200.67,Month-to-month,Mailed check,DSL,No,Yes
CUST1516,Female,29,56,45.73,2549.05,One year,Bank transfer,DSL,No internet service,No
CUST1517,Female,35,7,66.93,427.84,Month-to-month,Electronic check,Fiber optic,No,Yes
CUST1518,Male,70,57,59.69,3379.48,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1519,Female,62,36,90.68,3304.01,Month-to-month,Electronic check,DSL,No internet service,Yes
CUST1520,Male,68,23,84.72,1959.78,Two year,Electronic check,Fiber optic,No,No
CUST1521,Female,67,28,52.21,1499.46,Two year,Credit card,DSL,No internet service,No
CUST1522,Male,22,36,53.03,1878.72,One year,Credit card,DSL,No internet service,No
CUST1523,Male,48,9,96.47,847.26,One year,Electronic check,DSL,No,Yes
CUST1524,Female,19,67,96.93,6484.39,Month-to-month,Mailed check,No,Yes,Yes
CUST1525,Female,62,60,112.12,6768.67,Two year,Mailed check,Fiber optic,No internet service,No
CUST1526,Female,26,55,53.69,2950.53,Month-to-month,Credit card,DSL,No,Yes
CUST1527,Male,19,10,63.57,622.61,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes
CUST1528,Male,35,36,33.79,1265.69,One year,Credit card,DSL,No,No
CUST1529,Female,73,1,61.81,63.15,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1530,Female,52,65,39.92,2622.84,One year,Electronic check,No,No internet service,No
CUST1531,Female,61,27,107.48,2862.47,One year,Bank transfer,Fiber optic,Yes,No
CUST1532,Male,42,31,76.63,2366.46,One year,Electronic check,No,Yes,No
CUST1533,Male,33,67,119.25,7969.4,Two year,Electronic check,Fiber optic,No internet service,No
CUST1534,Female,58,43,108.14,4631.56,Two year,Bank transfer,DSL,Yes,No
CUST1535,Female,61,33,32.57,1039.74,One year,Mailed check,No,No,Yes
CUST1536,Female,63,6,98.84,600.31,Month-to-month,Mailed check,DSL,No internet service,Yes
CUST1537,Female,37,26,33.81,924.2,Month-to-month,Bank transfer,DSL,Yes,No
CUST1538,Female,21,43,98.39,4217.84,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes
CUST1539,Male,70,52,47.38,2488.43,One year,Bank transfer,Fiber optic,No,No
CUST1540,Female,49,24,25.17,574.22,One year,Bank transfer,No,No,No
CUST1541,Male,69,20,52.11,1049.33,Month-to-month,Credit card,No,Yes,No
CUST1542,Male,37,52,67.06,3501.81,Month-to-month,Mailed check,DSL,Yes,Yes
CUST1543,Male,56,52,58.41,3063.92,One year,Mailed check,Fiber optic,No internet service,No
CUST1544,Female,32,42,38.33,1626.71,One year,Electronic check,DSL,No internet service,No
CUST1545,Male,35,54,81.26,4366.64,One year,Electronic check,Fiber optic,Yes,Yes
CUST1546,Female,24,64,40.47,2582.11,Month-to-month,Bank transfer,Fiber optic,Yes,No
CUST1547,Female,20,29,77.93,2243.93,Month-to-month,Mailed check,DSL,No internet service,No
CUST1548,Female,25,29,88.46,2574.97,Month-to-month,Bank transfer,No,Yes,Yes
CUST1549,Male,46,41,117.68,4778.69,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1550,Male,25,54,28.67,1533.85,Month-to-month,Bank transfer,Fiber optic,Yes,No
CUST1551,Male,18,47,35.92,1696.89,One year,Bank transfer,No,No internet service,No
CUST1552,Female,60,16,88.27,1387.15,One year,Electronic check,Fiber optic,No,Yes
CUST1553,Male,71,68,97.09,6647.88,Month-to-month,Credit card,Fiber optic,No,No
CUST1554,Female,38,54,46.97,2543.45,One year,Electronic check,No,No internet service,No
CUST1555,Female,56,44,41.49,1808.76,One year,Credit card,DSL,No,No
CUST1556,Male,62,64,96.77,6199.02,Two year,Credit card,DSL,Yes,No
CUST1557,Female,19,54,54.25,2911.29,Month-to-month,Electronic check,No,Yes,No
CUST1558,Male,51,11,79.48,917.06,Two year,Mailed check,Fiber optic,Yes,Yes
CUST1559,Male,38,1,63.68,76.89,Two year,Bank transfer,No,Yes,No
CUST1560,Male,65,47,56.61,2624.91,One year,Bank transfer,Fiber optic,Yes,No
CUST1561,Male,50,6,56.5,342.96,One year,Credit card,Fiber optic,No,No
CUST1562,Male,73,53,117.6,6209.9,Month-to-month,Mailed check,DSL,Yes,No
CUST1563,Male,56,15,102.6,1529.57,Month-to-month,Electronic check,DSL,No,No
CUST1564,Female,74,39,39.9,1540.31,Month-to-month,Credit card,Fiber optic,No internet service,No
CUST1565,Female,57,52,76.96,3958.09,One year,Electronic check,DSL,Yes,No
CUST1566,Male,24,47,80.86,3825.59,Month-to-month,Electronic check,No,No,No
CUST1567,Female,32,69,42.03,2862.97,Month-to-month,Credit card,Fiber optic,No,No
CUST1568,Female,26,67,107.57,7200.75,Two year,Mailed check,No,Yes,No
CUST1569,Female,47,40,83.81,3331.87,Month-to-month,Bank transfer,DSL,No,No
CUST1570,Female,61,60,117.31,7064.11,One year,Mailed check,No,No internet service,No
CUST1571,Female,68,59,108.63,6393.62,Month-to-month,Electronic check,DSL,No internet service,No
CUST1572,Male,72,61,95.97,5900.48,Month-to-month,Bank transfer,Fiber optic,No,No
CUST1573,Male,70,50,91.64,4629.99,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1574,Female,34,29,70.22,2040.67,Month-to-month,Bank transfer,No,No internet service,No
CUST1575,Male,55,24,112.68,2722.76,Two year,Bank transfer,No,No internet service,No
CUST1576,Male,58,51,45.2,2317.24,Month-to-month,Electronic check,DSL,No internet service,No
CUST1577,Female,56,32,91.09,2932.63,Month-to-month,Electronic check,Fiber optic,Yes,Yes
CUST1578,Female,65,53,119.41,6372.21,One year,Electronic check,DSL,No,No
CUST1579,Male,38,70,111.87,7819.19,Month-to-month,Electronic check,Fiber optic,No,Yes
CUST1580,Male,20,22,51.57,1134.99,Month-to-month,Mailed check,DSL,Yes,No
CUST1581,Female,54,16,106.84,1669.85,Month-to-month,Electronic check,Fiber optic,No,No
CUST1582,Female,34,42,84.81,3543.65,One year,Bank transfer,No,Yes,No
CUST1583,Female,34,28,78.81,2172.69,Month-to-month,Credit card,DSL,Yes,No
CUST1584,Female,71,43,27.63,1232.9,One year,Mailed check,No,Yes,No
CUST1585,Female,28,18,104.24,1923.2,One year,Mailed check,DSL,No internet service,No
CUST1586,Male,27,67,85.07,5653.56,Month-to-month,Mailed check,Fiber optic,No,No
CUST1587,Male,18,13,54.19,724.67,One year,Credit card,No,No internet service,No
CUST1588,Male,27,31,79.82,2459.78,Month-to-month,Credit card,Fiber optic,Yes,Yes
CUST1589,Female,42,29,97.64,2848.68,One year,Mailed check,DSL,No internet service,No
CUST1590,Female,33,15,39.09,561.38,Month-to-month,Mailed check,Fiber optic,No internet service,No
CUST1591,Female,72,30,100.44,2977.63,One year,Mailed check,DSL,No internet service,No
CUST1592,Female,55,13,94.15,1191.08,One year,Bank transfer,No,Yes,Yes
CUST1593,Female,71,44,75.88,3307.71,Two year,Credit card,DSL,No,No
CUST1594,Female,49,12,98.92,1213.53,One year,Bank transfer,DSL,No,Yes
CUST1595,Female,69,6,81.0,503.94,Month-to-month,Bank transfer,DSL,Yes,Yes
CUST1596,Male,42,7,76.11,517.4,Month-to-month,Electronic check,Fiber optic,Yes,No
CUST1597,Male,30,30,117.55,3534.73,Month-to-month,Electronic check,No,No internet service,No
CUST1598,Male,60,32,77.23,2504.36,One year,Credit card,No,No,No
CUST1599,Female,33,1,70.97,68.15,Two year,Credit card,DSL,Yes,No
CUST1600,Female,67,49,66.79,3311.42,One year,Mailed check,DSL,Yes,No
CUST1601,Female,58,44,64.92,2840.13,Two year,Credit card,No,Yes,Yes
CUST1602,Female,37,12,76.83,966.69,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1603,Male,45,57,95.93,5440.79,Month-to-month,Bank transfer,No,No internet service,No
CUST1604,Male,25,39,28.1,1066.61,Month-to-month,Mailed check,No,No,No
CUST1605,Male,74,70,41.7,2959.89,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1606,Female,48,63,119.08,7498.83,Month-to-month,Mailed check,No,No,No
CUST1607,Female,71,39,95.0,3746.64,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
CUST1608,Male,45,24,91.29,2153.93,Two year,Credit card,Fiber optic,No internet service,Yes
CUST1609,Female,46,4,33.27,156.35,One year,Credit card,DSL,No internet service,Yes
CUST1610,Female,59,68,42.96,2885.78,Month-to-month,Mailed check,DSL,No internet service,No
CUST1611,Male,51,40,62.97,2494.63,One year,Electronic check,No,Yes,No
CUST1612,Male,54,4,32.06,149.13,Two year,Bank transfer,Fiber optic,Yes,No
CUST1613,Female,59,25,117.74,2952.52,One year,Mailed check,Fiber optic,No internet service,No
CUST1614,Female,37,36,34.42,1208.07,Month-to-month,Mailed check,DSL,Yes,Yes
CUST1615,Female,22,42,91.87,3883.61,One year,Credit card,Fiber optic,Yes,No
CUST1616,Female,44,62,80.83,4962.23,One year,Mailed check,No,Yes,Yes
CUST1617,Female,54,38,85.51,3219.02,One year,Credit card,Fiber optic,No,Yes
CUST1618,Male,54,58,35.18,2075.94,Two year,Bank transfer,Fiber optic,No internet service,No
CUST1619,Male,48,4,72.1,322.85,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1620,Female,50,15,92.49,1380.02,Two year,Bank transfer,DSL,No,No
CUST1621,Male,65,36,56.91,2002.29,Month-to-month,Credit card,Fiber optic,No internet service,Yes
CUST1622,Male,49,57,30.98,1801.97,One year,Mailed check,No,Yes,No
CUST1623,Male,34,65,93.73,6043.29,One year,Electronic check,Fiber optic,No,Yes
CUST1624,Female,60,5,71.96,357.47,One year,Electronic check,Fiber optic,No internet service,No
CUST1625,Female,40,13,22.22,311.33,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
